slug,nombre_ejercicio,descripcion,beneficios,errores_comunes,precauciones,tipo_ejercicio,musculos_principales,musculos_secundarios,equipamiento_necesario,nivel_recomendado,intensidad,objetivos_principales,ranking_efectividad,etiquetas,variaciones,hsl_link,direct_link,thumbnail_url,preview_url_webp,storage_video
jalon-triceps-barra-recta,Jalón de tríceps en polea alta con barra recta,"De pie frente a la polea alta, sujeta la barra recta con las palmas hacia abajo y manos al ancho de hombros. Mantén los codos pegados al torso y extiende los brazos hacia abajo hasta bloquear los codos. Controla el retorno sin separar los codos y mantén el core activo.","[""Desarrolla masa y definición del tríceps"",""Alta tensión durante todo el movimiento"",""Seguro y fácil para aprender técnica""]","[""Separar los codos del torso"",""Usar impulso o balancear el cuerpo"",""No extender completamente los brazos""]","[""Mantén los codos fijos a los costados"",""Evita peso excesivo que comprometa la forma"",""Controla el movimiento en ambas fases""]",aislado,Tríceps braquial,"[""Ancóneo""]","[""Polea alta"",""Barra recta""]","[""Principiante"",""Intermedio"",""Avanzado""]",media,hipertrofia,9,"[""gimnasio"",""brazos""]","[""extension-triceps-cuerda"",""jalon-agarre-invertido"",""jalon-unilateral-mango""]",https://vz-cddd003b-54d.b-cdn.net/fb07cdcd-e83c-4cb1-a12e-9d92c5917b6a/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/fb07cdcd-e83c-4cb1-a12e-9d92c5917b6a,https://vz-cddd003b-54d.b-cdn.net/fb07cdcd-e83c-4cb1-a12e-9d92c5917b6a/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/fb07cdcd-e83c-4cb1-a12e-9d92c5917b6a/preview.webp?v=1752883173,https://olympo.b-cdn.net/brazos/Jalon-Triceps-Barra-Recta.mp4
jalon-unilateral-mango,Jalón unilateral con mango,"De pie junto a la polea alta, sujeta un mango individual con una mano (palma hacia abajo o neutra). Extiende el brazo hacia abajo hasta que esté completamente recto, manteniendo el codo pegado al torso y el core activo. Aprieta el tríceps en la parte final y controla la subida.","[""Aísla cada tríceps de manera individual"",""Corrige desequilibrios"",""Permite ajustar el ángulo y el agarre a preferencia""]","[""Ayudarse con el torso"",""Separar el codo del cuerpo"",""Realizar el movimiento rápido y sin control""]","[""Mantén el codo estable y cerca del torso"",""Controla ambas fases"",""Usa un peso moderado""]",aislado,Tríceps braquial,"[""Ancóneo"",""Core""]","[""Polea alta"",""Mango individual""]","[""Principiante"",""Intermedio"",""Avanzado""]",media,hipertrofia,9,"[""gimnasio"",""brazos""]","[""jalon-triceps-barra-recta"",""jalon-agarre-invertido"",""extension-triceps-unilateral""]",https://vz-cddd003b-54d.b-cdn.net/8f5b71fd-65a6-4904-84f9-9e9316c9c530/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/8f5b71fd-65a6-4904-84f9-9e9316c9c530,https://vz-cddd003b-54d.b-cdn.net/8f5b71fd-65a6-4904-84f9-9e9316c9c530/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/8f5b71fd-65a6-4904-84f9-9e9316c9c530/preview.webp?v=1752883261,https://olympo.b-cdn.net/brazos/Jalon-Unilateral-Mango.mp4
pantorrilla-pie,Elevación de talones de pie en máquina,"De pie en la máquina, apoya los hombros y la punta de los pies sobre la plataforma. Eleva los talones contrayendo gemelos, mantén la posición y baja controlado. No rebotes ni uses impulso. Excelente para hipertrofia de pantorrillas.","[""Hipertrofia y fuerza de gemelos"",""Permite sobrecarga progresiva"",""Mejora la estabilidad del tobillo""]","[""Usar rebote al subir o bajar"",""No completar rango de movimiento"",""Bloquear las rodillas""]","[""Controla el rango completo"",""No uses peso excesivo"",""Calienta antes de empezar""]",aislado,Gemelos,"[""Sóleo"",""Tibial anterior"",""Pie""]","[""Máquina de elevación de talones""]","[""Principiante"",""Intermedio"",""Avanzado""]",media,hipertrofia,9,"[""gimnasio"",""piernas"",""maquina""]","[""pantorrilla-pie"",""pantorrilla-prensa"",""pantorrilla-smith""]",https://vz-cddd003b-54d.b-cdn.net/0c8131d1-c2b5-473a-975a-0d9b526a1ab2/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/0c8131d1-c2b5-473a-975a-0d9b526a1ab2,https://vz-cddd003b-54d.b-cdn.net/0c8131d1-c2b5-473a-975a-0d9b526a1ab2/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/0c8131d1-c2b5-473a-975a-0d9b526a1ab2/preview.webp?v=1761113222,https://olympo.b-cdn.net/piernas/Pantorrilla-Pie.MOV
pantorrilla-prensa,Elevación de talones en prensa,"En la prensa de piernas, apoya solo la punta de los pies en la parte baja de la plataforma. Eleva los talones para activar gemelos y baja controlado. Evita rebotes o bloqueo de rodillas. Excelente para trabajar gemelos tras una rutina de piernas.","[""Permite altas cargas para gemelos"",""Trabajo seguro y estable"",""Ideal para superseries con pierna""]","[""Bloquear las rodillas"",""No controlar el movimiento"",""Usar impulso de la prensa""]","[""No uses peso excesivo"",""Controla cada repetición"",""Calienta antes de empezar""]",aislado,Gemelos,"[""Sóleo"",""Pie""]","[""Máquina de prensa de piernas""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,8,"[""gimnasio"",""piernas"",""maquina""]","[""pantorrilla-prensa"",""pantorrilla-pie"",""pantorrilla-smith""]",https://vz-cddd003b-54d.b-cdn.net/2b7f90e8-4b4a-4b29-ad41-2da50118846e/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/2b7f90e8-4b4a-4b29-ad41-2da50118846e,https://vz-cddd003b-54d.b-cdn.net/2b7f90e8-4b4a-4b29-ad41-2da50118846e/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/2b7f90e8-4b4a-4b29-ad41-2da50118846e/preview.webp?v=1752892250,https://olympo.b-cdn.net/piernas/Pantorrilla-Prensa.mp4
pantorrilla-sentado,Elevación de talones en máquina,"Siéntate en la máquina específica, coloca las piernas bajo la almohadilla y los pies sobre la plataforma. Eleva los talones, mantén la contracción y baja controlado. Excelente para la parte baja de la pantorrilla.","[""Permite sobrecarga progresiva"",""Mejora fuerza del sóleo"",""Trabajo cómodo y seguro""]","[""No completar el rango"",""Rebote al subir o bajar"",""No ajustar bien la máquina""]","[""Ajusta la máquina antes de usar"",""Controla cada repetición"",""No uses peso excesivo""]",aislado,Gemelos,"[""Gemelos"",""Pie""]","[""Máquina de elevación de talones sentado""]","[""Principiante"",""Intermedio"",""Avanzado""]",media,hipertrofia,8,"[""gimnasio"",""piernas"",""maquina""]","[""pantorrilla-sentado"",""pantorrilla-sentado-mancuernas"",""pantorrilla-prensa""]",https://vz-cddd003b-54d.b-cdn.net/f0bf81d4-1e90-4522-b76b-f12885b8aef9/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/f0bf81d4-1e90-4522-b76b-f12885b8aef9,https://vz-cddd003b-54d.b-cdn.net/f0bf81d4-1e90-4522-b76b-f12885b8aef9/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/f0bf81d4-1e90-4522-b76b-f12885b8aef9/preview.webp?v=1761112967,https://olympo.b-cdn.net/piernas/Pantorrilla-Sentado.MOV
pantorrilla-sentado-mancuernas,Elevación de talones sentado con barra o mancuerna,"Sentado en un banco, coloca una barra o mancuerna sobre los muslos, pies apoyados en un escalón. Eleva los talones contrayendo gemelos, baja controlado. Ideal para aislar el sóleo y trabajar variedad de estímulos.","[""Aísla sóleo y gemelos"",""Menor carga sobre la columna"",""Permite variar peso y rango de movimiento""]","[""No controlar el movimiento"",""Rebote al bajar"",""Levantar los pies de la plataforma""]","[""Evita peso excesivo"",""Mantén el movimiento lento y controlado"",""Usa soporte para la barra""]",aislado,Gemelos,"[""Gemelos"",""Pie""]","[""Barra"",""Mancuerna"",""Banco""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,8,"[""gimnasio"",""piernas"",""barra"",""mancuernas""]","[""pantorrilla-sentado-mancuernas"",""pantorrilla-sentado"",""pantorrilla-prensa""]",https://vz-cddd003b-54d.b-cdn.net/427aa81b-8520-4c0f-a1dd-149dc77a234d/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/427aa81b-8520-4c0f-a1dd-149dc77a234d,https://vz-cddd003b-54d.b-cdn.net/427aa81b-8520-4c0f-a1dd-149dc77a234d/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/427aa81b-8520-4c0f-a1dd-149dc77a234d/preview.webp?v=1752892284,https://olympo.b-cdn.net/piernas/Pantorrilla-Sentado-Mancuernas.mp4
pantorrilla-smith,Elevación de pantorrillas en máquina Smith,"Coloca una base o escalón bajo la máquina Smith. Sitúate con la barra sobre los trapecios, pies apoyados en el borde del escalón y talones colgando. Mantén las piernas estiradas pero sin bloquear las rodillas. Eleva los talones contrayendo los músculos de las pantorrillas y desciende controladamente hasta sentir el estiramiento. Este ejercicio permite aplicar carga progresiva para estimular la hipertrofia del tríceps sural.","[""Desarrolla masa muscular en pantorrillas"",""Aumenta fuerza y resistencia del tren inferior"",""Mejora el rendimiento en deportes explosivos""]","[""Rebotar al bajar"",""Flexionar las rodillas"",""No usar rango completo de movimiento""]","[""Asegura buena colocación de la barra"",""Evita sobrecarga inicial"",""Controla el ritmo de ejecución""]",aislado,Gemelos,"[""Sóleo"",""Core""]","[""Máquina Smith"",""Base o escalón""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,8,"[""piernas"",""pantorrillas"",""gimnasio"",""máquinas""]","[""pantorrilla-smith"",""pantorrilla-prensa"",""pantorrilla-pie""]",https://vz-cddd003b-54d.b-cdn.net/b6e57f68-7537-45af-a574-9e360798682e/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/b6e57f68-7537-45af-a574-9e360798682e,https://vz-cddd003b-54d.b-cdn.net/b6e57f68-7537-45af-a574-9e360798682e/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/b6e57f68-7537-45af-a574-9e360798682e/preview.webp?v=1752892605,https://olympo.b-cdn.net/piernas/Pantorrilla-Smith.mp4
patada-gluteo-diagonal-polea,Patada de glúteo diagonal en polea,"Colócate de pie frente a la máquina de poleas y sujeta la estructura para mantener el equilibrio. Coloca una tobillera conectada a la polea baja. Con el abdomen firme y espalda recta, lleva la pierna hacia atrás y en diagonal, cruzando ligeramente hacia el lado contrario del cuerpo. Controla el regreso y repite. Este movimiento activa el glúteo mayor y medio en una trayectoria funcional.","[""Activa glúteo mayor y medio"",""Mejora fuerza y control de cadera"",""Aumenta la estabilidad y forma del glúteo""]","[""Mover el torso"",""No controlar la fase de regreso"",""Usar demasiado peso""]","[""Sujétate bien para mantener el equilibrio"",""Evita movimientos bruscos"",""Controla el rango del recorrido""]",aislado,Glúteo mayor,"[""Glúteo medio"",""Core"",""Isquiotibiales""]","[""Polea baja"",""Tobillera""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,8,"[""glúteos"",""piernas"",""gimnasio"",""polea""]","[""patada-gluteo-diagonal-polea"",""patada-gluteo-maquina"",""patada-gluteo-polea""]",https://vz-cddd003b-54d.b-cdn.net/6e2fc00f-162f-4b5c-80cf-aa7dd1abb61f/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/6e2fc00f-162f-4b5c-80cf-aa7dd1abb61f,https://vz-cddd003b-54d.b-cdn.net/6e2fc00f-162f-4b5c-80cf-aa7dd1abb61f/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/6e2fc00f-162f-4b5c-80cf-aa7dd1abb61f/preview.webp?v=1752892641,https://olympo.b-cdn.net/piernas/Patada-Gluteo-Diagonal-Polea.mp4
patada-gluteo-maquina,Patada de glúteo en máquina,"Ajusta la máquina, apoya el antebrazo y rodilla de apoyo. Coloca el pie de trabajo en la plataforma y empuja hacia atrás y arriba, contrayendo el glúteo. Baja controlado y repite. Ideal para aislar glúteo mayor.","[""Aíslamiento efectivo del glúteo"",""Mejora extensión de cadera"",""Ideal para rehabilitación y estética""]","[""Extender la espalda en vez de la cadera"",""Balancear el torso"",""No controlar la bajada""]","[""Ajusta la máquina a tu medida"",""No uses peso excesivo"",""Controla el movimiento""]",aislado,Glúteo mayor,"[""Isquiotibiales"",""Core""]","[""Máquina de patada de glúteo""]","[""Principiante"",""Intermedio"",""Avanzado""]",media,hipertrofia,8,"[""gimnasio"",""piernas"",""maquina"",""gluteos""]","[""patada-gluteo-maquina"",""patada-gluteo-polea"",""patada-gluteo-diagonal-polea""]",https://vz-cddd003b-54d.b-cdn.net/cc0347f5-f23a-4986-af4b-344ac5eb4672/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/cc0347f5-f23a-4986-af4b-344ac5eb4672,https://vz-cddd003b-54d.b-cdn.net/cc0347f5-f23a-4986-af4b-344ac5eb4672/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/cc0347f5-f23a-4986-af4b-344ac5eb4672/preview.webp?v=1761100790,https://olympo.b-cdn.net/piernas/Patada-Gluteo-Maquina.MOV
patada-gluteo-polea,Patada de glúteo en polea baja,"Coloca el tobillero en la polea baja, apoya manos en la torre y el torso inclinado. Eleva la pierna hacia atrás y arriba sin mover la columna. Controla el movimiento y repite. Excelente para aislamiento y simetría de glúteos.","[""Aíslamiento de glúteo mayor"",""Mejora control neuromuscular"",""Trabajo unilateral y simétrico""]","[""Balancear el torso"",""Extender la espalda"",""Rango de movimiento incompleto""]","[""Controla el peso en todo momento"",""No uses carga excesiva"",""Evita impulso""]",aislado,Glúteo mayor,"[""Isquiotibiales"",""Core""]","[""Polea baja"",""Tobillera""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,8,"[""gimnasio"",""piernas"",""polea"",""gluteos""]","[""patada-gluteo-polea"",""patada-gluteo-maquina"",""patada-gluteo-diagonal-polea""]",https://vz-cddd003b-54d.b-cdn.net/6702333b-c402-458b-a6f8-b5c727df8433/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/6702333b-c402-458b-a6f8-b5c727df8433,https://vz-cddd003b-54d.b-cdn.net/6702333b-c402-458b-a6f8-b5c727df8433/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/6702333b-c402-458b-a6f8-b5c727df8433/preview.webp?v=1752892673,https://olympo.b-cdn.net/piernas/Patada-Gluteo-Polea.mp4
patada-triceps-kettlebell,Patada de tríceps con kettlebell,"Colócate de pie junto a un banco, apoya la rodilla y mano del mismo lado. Con la otra mano, sujeta una kettlebell y flexiona el codo a 90°. Extiende el brazo hacia atrás hasta que quede alineado con el torso y aprieta el tríceps. Vuelve a la posición inicial de forma controlada. Mantén la muñeca firme y la parte superior del brazo inmóvil.","[""Aísla la cabeza lateral y medial del tríceps"",""Mejora la estabilidad de muñeca y antebrazo"",""Permite trabajo unilateral""]","[""Mover el brazo superior"",""Doblar la muñeca"",""No extender completamente el codo""]","[""Comienza con peso ligero/moderado"",""Mantén la muñeca estable"",""Controla el movimiento""]",aislado,Tríceps braquial,"[""Ancóneo"",""Deltoides posterior"",""Antebrazo""]","[""Kettlebell"",""Banco (opcional)""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,7,"[""gimnasio"",""casa"",""brazos""]","[""patada-triceps-mancuerna"",""extension-triceps-unilateral"",""extension-triceps-banda""]",https://vz-cddd003b-54d.b-cdn.net/868239c8-ed33-4472-9fb0-555a96489654/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/868239c8-ed33-4472-9fb0-555a96489654,https://vz-cddd003b-54d.b-cdn.net/868239c8-ed33-4472-9fb0-555a96489654/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/868239c8-ed33-4472-9fb0-555a96489654/preview.webp?v=1752883362,https://olympo.b-cdn.net/brazos/Patada-Triceps-Kettlebell.mp4
patada-triceps-mancuerna,Patada de tríceps con mancuerna,"Con la rodilla y mano de un lado apoyadas en un banco, espalda recta y el torso paralelo al suelo, sostiene una mancuerna con la otra mano. Flexiona el codo a 90° y extiende el brazo hacia atrás hasta que quede completamente recto y alineado con el torso, apretando el tríceps al final. Vuelve lentamente a la posición inicial sin mover el brazo superior.","[""Aísla la cabeza lateral y medial del tríceps"",""Mejora la definición y contracción máxima"",""Corrige desequilibrios entre brazos""]","[""Mover el brazo superior"",""Usar impulso del cuerpo"",""No extender completamente el brazo""]","[""Mantén la espalda recta y el core activado"",""Elige un peso moderado"",""Controla el movimiento en ambas fases""]",aislado,Tríceps braquial,"[""Ancóneo"",""Deltoides posterior""]","[""Mancuerna"",""Banco (opcional)""]","[""Principiante"",""Intermedio"",""Avanzado""]",media,hipertrofia,7,"[""gimnasio"",""casa"",""brazos""]","[""extension-triceps-unilateral"",""extension-triceps-mancuerna-dos-manos-copa"",""patada-triceps-kettlebell""]",https://vz-cddd003b-54d.b-cdn.net/30dcba1a-7cab-4862-91eb-53f59cd63267/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/30dcba1a-7cab-4862-91eb-53f59cd63267,https://vz-cddd003b-54d.b-cdn.net/30dcba1a-7cab-4862-91eb-53f59cd63267/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/30dcba1a-7cab-4862-91eb-53f59cd63267/preview.webp?v=1752883448,https://olympo.b-cdn.net/brazos/Patada-Triceps-Mancuerna.mp4
peso-muerto-barra,Peso muerto con barra,"De pie frente a una barra, pies a la altura de caderas. Flexiona caderas y rodillas, agarra la barra y mantén la espalda recta. Sube extendiendo caderas y rodillas al tiempo, llevando la barra pegada al cuerpo. Baja controlado, no redondees la espalda. Ejercicio fundamental para fuerza de cadena posterior.","[""Desarrolla fuerza total y masa muscular"",""Mejora postura y agarre"",""Alto impacto en glúteos"",""espalda y core""]","[""Curvar la espalda"",""Levantar la cadera antes que hombros"",""Alejar la barra del cuerpo""]","[""Aprende técnica antes de cargar peso"",""No forzar si tienes historial de lesiones"",""Calienta bien""]",compuesto,Glúteos,"[""Isquiotibiales"",""Cuádriceps"",""Core"",""Erectores espinales""]","[""Barra"",""Discos de peso""]","[""Intermedio"",""Avanzado""]",alta,hipertrofia,10,"[""gimnasio"",""piernas"",""espalda"",""barra""]","[""peso-muerto-barra"",""peso-muerto-sumo-barra"",""peso-muerto-kettlebell""]",https://vz-cddd003b-54d.b-cdn.net/9debdd56-cfbc-4e77-b27d-a295bc66b3d1/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/9debdd56-cfbc-4e77-b27d-a295bc66b3d1,https://vz-cddd003b-54d.b-cdn.net/9debdd56-cfbc-4e77-b27d-a295bc66b3d1/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/9debdd56-cfbc-4e77-b27d-a295bc66b3d1/preview.webp?v=1764291936,https://olympo.b-cdn.net/piernas/Peso-Muerto-Barra.mp4
peso-muerto-kettlebell,Peso muerto con mancuernas rusas,"Coloca una kettlebell entre tus pies, agárrala con ambas manos y mantén la espalda recta. Flexiona caderas y rodillas, sube extendiendo ambas al tiempo, manteniendo la kettlebell cerca del cuerpo. Baja controlado. Ideal para trabajar glúteos y cadena posterior, accesible en casa o gimnasio.","[""Fortalece glúteos e isquiotibiales"",""Mejora la técnica de bisagra de cadera"",""Práctico y adaptable""]","[""Curvar la espalda"",""Alejar la kettlebell del cuerpo"",""Usar peso excesivo""]","[""Aprende la técnica con poco peso"",""No forzar rango si hay rigidez"",""Mantén core activo""]",compuesto,Glúteos,"[""Isquiotibiales"",""Cuádriceps"",""Core""]","[""Kettlebell""]","[""Principiante"",""Intermedio"",""Avanzado""]",media,hipertrofia,8,"[""gimnasio"",""piernas"",""casa"",""kettlebell""]","[""peso-muerto-kettlebell"",""peso-muerto-barra"",""peso-muerto-unilateral-mancuerna""]",https://vz-cddd003b-54d.b-cdn.net/b57c4257-6267-4d66-ae40-d613bd76ec6c/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/b57c4257-6267-4d66-ae40-d613bd76ec6c,https://vz-cddd003b-54d.b-cdn.net/b57c4257-6267-4d66-ae40-d613bd76ec6c/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/b57c4257-6267-4d66-ae40-d613bd76ec6c/preview.webp?v=1752892777,https://olympo.b-cdn.net/piernas/Peso-Muerto-Kettlebell.mp4
peso-muerto-sumo-barra,Peso muerto sumo con barra,"Con barra en el suelo, separa los pies más allá del ancho de hombros y puntas hacia afuera. Flexiona caderas y rodillas, agarra la barra entre las piernas y sube extendiendo caderas y rodillas a la vez. Mantén el torso recto y la barra cerca. Muy útil para trabajar aductores y glúteos.","[""Mayor activación de glúteos y aductores"",""Reduce tensión lumbar"",""Permite cargas altas""]","[""Curvar la espalda"",""Alejar la barra del cuerpo"",""Caderas suben antes que los hombros""]","[""Buena movilidad de cadera es esencial"",""Aprende la técnica antes de cargar pesado"",""Evita si tienes molestias de cadera""]",compuesto,Glúteos,"[""Aductores"",""Isquiotibiales"",""Cuádriceps"",""Core""]","[""Barra"",""Discos de peso""]","[""Intermedio"",""Avanzado""]",alta,hipertrofia,9,"[""gimnasio"",""piernas"",""barra""]","[""peso-muerto-sumo-barra"",""peso-muerto-barra"",""peso-muerto-kettlebell""]",https://vz-cddd003b-54d.b-cdn.net/12e7624f-1314-4e88-ab91-58955113ff7b/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/12e7624f-1314-4e88-ab91-58955113ff7b,https://vz-cddd003b-54d.b-cdn.net/12e7624f-1314-4e88-ab91-58955113ff7b/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/12e7624f-1314-4e88-ab91-58955113ff7b/preview.webp?v=1752892862,https://olympo.b-cdn.net/piernas/Peso-Muerto-Sumo-Barra.mp4
peso-muerto-unilateral-mancuerna,Peso muerto unilateral con mancuerna,"De pie sobre una pierna, sujeta una mancuerna con la mano opuesta. Flexiona la cadera de apoyo bajando el torso y la mancuerna, manteniendo la espalda recta y la pierna libre extendida atrás. Sube contrayendo glúteo y isquiosural de apoyo. Requiere equilibrio y control, corrige asimetrías.","[""Mejora fuerza y equilibrio unilateral"",""Aísla cadena posterior"",""Corrige desequilibrios""]","[""Curvar la espalda"",""Abrir la cadera libre"",""Bajar demasiado rápido""]","[""Domina el movimiento sin peso primero"",""Realízalo cerca de un soporte si eres principiante"",""Movimiento controlado""]",funcional,Isquiotibiales,"[""Glúteos"",""Core""]","[""Mancuerna""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,9,"[""gimnasio"",""piernas"",""casa"",""mancuernas""]","[""peso-muerto-unilateral-mancuerna"",""peso-muerto-barra"",""peso-muerto-kettlebell""]",https://vz-cddd003b-54d.b-cdn.net/5011ffab-794a-4303-9285-b779abcc2ac0/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/5011ffab-794a-4303-9285-b779abcc2ac0,https://vz-cddd003b-54d.b-cdn.net/5011ffab-794a-4303-9285-b779abcc2ac0/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/5011ffab-794a-4303-9285-b779abcc2ac0/preview.webp?v=1752892896,https://olympo.b-cdn.net/piernas/Peso-Muerto-Unilateral-Mancuerna.mp4
prensa-pecho,Prensa de pecho,"""Ajusta la altura del asiento de modo que las manijas queden alineadas con la parte media del pecho. Selecciona el agarre más cómodo según tu estatura (neutro o horizontal). Empuja las manijas hacia adelante extendiendo los brazos sin bloquear los codos, y regresa controlado manteniendo tensión constante en el pecho.","[""Permite entrenar el pecho con gran estabilidad"",""Reduce riesgo de lesión al controlar el recorrido"",""Ideal para principiantes y fases de fuerza controlada""]","[""Asiento muy bajo o alto"",""Rebotar el peso al regresar"",""Bloquear los codos completamente""]","[""Ajusta la altura del asiento antes de empezar"",""Controla el movimiento sin impulso"",""No arquees la espalda ni levantes los pies""]",Compuesto,Pectoral mayor,"[""Deltoides anterior"",""Tríceps braquial""]","[""Máquina de prensa de pecho""]","[""Principiante"",""Intermedio"",""Avanzado""]",media,hipertrofia,9,"[""gimnasio"",""pecho"",""maquina""]","[""press-banca-plano"",""press-banca-mancuernas-plano"",""hammer-strength-press-plano""]",https://vz-cddd003b-54d.b-cdn.net/8972cd76-b2b0-4866-bb36-cfebab814bc3/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/8972cd76-b2b0-4866-bb36-cfebab814bc3,https://vz-cddd003b-54d.b-cdn.net/8972cd76-b2b0-4866-bb36-cfebab814bc3/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/8972cd76-b2b0-4866-bb36-cfebab814bc3/preview.webp?v=1771994305,https://olympo.b-cdn.net/pecho/Prensa-Pecho.MOV
prensa-pierna,Prensa de pierna,"Siéntate en la máquina de prensa, apoya los pies en la plataforma a la anchura de hombros. Flexiona caderas y rodillas bajando la plataforma hasta que las piernas formen ángulo recto, luego empuja controladamente hasta extender sin bloquear las rodillas. Permite trabajar pesado y seguro.","[""Permite trabajar con grandes cargas"",""Aísla cuádriceps y glúteos"",""Reduce el riesgo de lesión lumbar""]","[""Despegar la espalda del respaldo"",""Colocar los pies muy altos o bajos"",""Bloquear las rodillas""]","[""Ajusta el asiento y recorrido"",""No bloquees las rodillas"",""No sobrecargues sin experiencia""]",compuesto,Cuádriceps,"[""Glúteos"",""Isquiotibiales"",""Aductores""]","[""Máquina de prensa de piernas""]","[""Intermedio"",""Avanzado""]",alta,hipertrofia,9,"[""gimnasio"",""piernas"",""maquina""]","[""prensa-pierna"",""belt-squat"",""sentadilla-maquina""]",https://vz-cddd003b-54d.b-cdn.net/58fb1125-4cc5-443b-a09f-f959f74473c1/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/58fb1125-4cc5-443b-a09f-f959f74473c1,https://vz-cddd003b-54d.b-cdn.net/58fb1125-4cc5-443b-a09f-f959f74473c1/preview.webp?v=1761100244,https://vz-cddd003b-54d.b-cdn.net/58fb1125-4cc5-443b-a09f-f959f74473c1/preview.webp?v=1761100244,https://olympo.b-cdn.net/piernas/Prensa-Pierna.MOV
prensa-vertical,Prensa vertical,"Acuéstate boca arriba en la máquina de prensa vertical con la espalda completamente apoyada. Coloca los pies en la plataforma al ancho de los hombros y asegúrate de que las rodillas estén alineadas con los pies. Desbloquea el seguro y desciende lentamente la plataforma controlando el movimiento hasta que las rodillas se doblen cerca de los 90°, luego empuja hacia arriba extendiendo las piernas sin bloquearlas. Mantén el control durante todo el recorrido.","[""Permite un gran rango de movimiento"",""Activa fuertemente cuádriceps y glúteos"",""Excelente para ganar fuerza y masa en piernas""]","[""Despegar la cadera o la espalda del respaldo"",""Bajar demasiado y perder control"",""Bloquear las rodillas en la extensión""]","[""Asegúrate de usar topes de seguridad"",""Controla la bajada para evitar sobrepresión en rodillas"",""No sobrecargues sin asistencia o experiencia""]",Compuesto,Cuádriceps,"[""Glúteos"",""Isquiotibiales"",""Aductores""]","[""Máquina de prensa vertical""]","[""Intermedio"",""Avanzado""]",Alta,Hipertrofia,9,"[""gimnasio"",""piernas"",""maquina"",""prensa""]","[""prensa-vertical"",""prensa-pierna"",""sentadilla-maquina""]",https://vz-cddd003b-54d.b-cdn.net/c2e4ad9f-b767-4cdc-ac73-28a4811a3767/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/c2e4ad9f-b767-4cdc-ac73-28a4811a3767,https://vz-cddd003b-54d.b-cdn.net/c2e4ad9f-b767-4cdc-ac73-28a4811a3767/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/c2e4ad9f-b767-4cdc-ac73-28a4811a3767/preview.webp?v=1761104621,https://olympo.b-cdn.net/piernas/Prensa-Vertical.MOV
